Date,Lineage,Site Location,Bag Number,Oyster Number,Pit Tag Start Num,Pit Tag End Num,Length,Width,Status,Notes,Picture taken by,Analyzed by,Date reported dead,Notes extended,
19-Jul-21,GH,RWU,1,52,9820910659,29740,33.87,22.19,Alive,,,,,,
26-Aug-21,GH,RWU,1,3,9820910659,29740,42.21,32.91,Alive,,,,,,
25-Oct-21,GH,RWU ,1,19,9820910659,29740,63.59,43.08,Alive,,,,,,
24-May-22,GH,RWU,1,20,9820910659,29740,56.86,42.16,Alive,,,,,,
19-Oct-22,GH,RWU,1,24,9820910659,29740,missing,missing,missing,probably fell from bag,,,,,
19-Jul-21,GH,RWU,1,41,9820910659,29739,22.48,17.94,Alive,,,,,,
26-Aug-21,GH,RWU,1,28,9820910659,29739,26.49,19.92,Alive,,,,,,
25-Oct-21,GH,RWU ,1,39,9820910659,29739,33.39,24.71,Alive,,,,,,
24-May-22,GH,RWU,1,46,9820910659,29739,42.02,27.21,Alive,,,,,,
19-Oct-22,GH,RWU,1,23,9820910659,29739,missing,missing,missing,probably fell from bag,,,,,
19-Jul-21,GH,RWU,1,36,9820910659,29738,23.5,17.8,Alive,,,,,,
26-Aug-21,GH,RWU,1,5,9820910659,29738,29.39,28.51,Alive,,,,,,
25-Oct-21,GH,RWU ,1,6,9820910659,29738,50.7,37.68,Alive,,,,,,
24-May-22,GH,RWU,1,26,9820910659,29738,50.89,41.95,Alive,,,,,,
19-Oct-22,GH,RWU,1,7,9820910659,29738,56.49,48.08,alive,"DERIVED FROM GH-1_aliveANDdead photo(Mary S recorded 15 alive and 4 dead in reality there are 16 alive and 3 dead as per the photo) whole bag had many missing animal, assumed lost",,,,,
19-Jul-21,NEH,RWU,1,14,9820910659,29737,30.7,20,Alive,,,,,,
26-Aug-21,NEH,RWU,1,4,9820910659,29737,38.89,28.23,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,28,9820910659,29737,67.88,38.71,Alive,,,,,,
24-May-22,NEH,RWU,1,49,9820910659,29737,62.02,40.74,Alive,,,,,,
19-Oct-22,NEH,RWU,1,36,9820910659,29737,dead,dead,dead,,,,10/19/2022,,
19-Jul-21,NEH,RWU,1,21,9820910659,29736,29.98,28.25,Alive,,,,,,
26-Aug-21,NEH,RWU,1,3,9820910659,29736,37.28,42.5,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,30,9820910659,29736,65.16,42.89,Alive,,,,,,
24-May-22,NEH,RWU,1,44,9820910659,29736,66.53,44.37,Alive,,,,,,
19-Oct-22,NEH,RWU,1,51,9820910659,29736,missing,missing,missing,,,,,,
19-Jul-21,NEH,RWU,1,12,9820910659,29735,31.02,26.79,Alive,,,,,,
26-Aug-21,NEH,RWU,1,12,9820910659,29735,42.11,29.57,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,1,9820910659,29735,54.53,39.61,Alive,,,,,,
24-May-22,NEH,RWU,1,47,9820910659,29735,57,34.58,Alive,,,,,,
19-Oct-22,NEH,RWU,1,33,9820910659,29735,dead,dead,dead,,,,10/19/2022,,
19-Jul-21,NEH,RWU,1,29,9820910659,29734,26.58,26.24,Alive,,,,,,
26-Aug-21,NEH,RWU,1,49,9820910659,29734,53.46,38.02,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,24,9820910659,29734,69.67,58.15,Alive,,,,,,
24-May-22,NEH,RWU,1,3,9820910659,29734,68.24,47.69,Alive,,,,,,
19-Oct-22,NEH,RWU,1,1,9820910659,29734,91.7,62.44,alive,"DERIVED FROM NEH-1_alive photo, no morts photo provided, mary has 13 dead, 15 missing, 27 alive",,,,,
19-Jul-21,NEH,RWU,1,9,9820910659,29733,39.93,29.67,Alive,,,,,,
26-Aug-21,NEH,RWU,1,34,9820910659,29733,60.95,44.1,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,50,9820910659,29733,88.53,46.17,Alive,,,,,,
24-May-22,NEH,RWU,1,1,9820910659,29733,76.49,52.91,Alive,,,,,,
19-Oct-22,NEH,RWU,1,14,9820910659,29733,98.53,59.27,alive,"DERIVED FROM NEH-1_alive photo, no morts photo provided, mary has 13 dead, 15 missing, 27 alive",,,,,
19-Jul-21,GH,RWU,1,49,9820910659,29732,33.68,24.83,Alive,,,,,,
26-Aug-21,GH,RWU,1,15,9820910659,29732,46.51,28.56,Alive,,,,,,
25-Oct-21,GH,RWU ,1,42,9820910659,29732,70.83,43.81,Alive,,,,,,
24-May-22,GH,RWU,1,2,9820910659,29732,59.75,42.07,Alive,,,,,,
19-Oct-22,GH,RWU,1,1,9820910659,29732,70.81,38.77,alive,"DERIVED FROM GH-1_aliveANDdead photo(Mary S recorded 15 alive and 4 dead in reality there are 16 alive and 3 dead as per the photo) whole bag had many missing animal, assumed lost",,,,,
19-Jul-21,NEH,RWU,1,24,9820910659,29731,27.65,26.59,Alive,,,,,,
26-Aug-21,NEH,RWU,1,52,9820910659,29731,52.45,36.47,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,37,9820910659,29731,73.64,48.49,Alive,,,,,,
24-May-22,NEH,RWU,1,9,9820910659,29731,68.12,51.27,Alive,,,,,,
19-Oct-22,NEH,RWU,1,3,9820910659,29731,71.67,61.96,alive,"DERIVED FROM NEH-1_alive photo, no morts photo provided, mary has 13 dead, 15 missing, 27 alive",,,,,
19-Jul-21,NEH,RWU,1,13,9820910659,29730,31.48,33.07,Alive,,,,,,
26-Aug-21,NEH,RWU,1,47,9820910659,29730,47.76,39.28,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,16,9820910659,29730,56.9,47.2,Alive,,,,,,
24-May-22,NEH,RWU,1,28,9820910659,29730,58.72,45.06,Alive,,,,,,
19-Oct-22,NEH,RWU,1,7,9820910659,29730,80.39,54.27,alive,"DERIVED FROM NEH-1_alive photo, no morts photo provided, mary has 13 dead, 15 missing, 27 alive",,,,,
19-Jul-21,GH,RWU,1,44,9820910659,29729,29.27,19.49,Alive,,,,,,
26-Aug-21,GH,RWU,1,25,9820910659,29729,44.26,28.66,Alive,,,,,,
25-Oct-21,GH,RWU ,1,24,9820910659,29729,64.32,43.76,Alive,,,,,,
24-May-22,GH,RWU,1,16,9820910659,29729,58.55,40.11,Alive,,,,,,
19-Oct-22,GH,RWU,1,18,9820910659,29729,58.71,36.3,dead,"DERIVED FROM GH-1_aliveANDdead photo(Mary S recorded 15 alive and 4 dead in reality there are 16 alive and 3 dead as per the photo) whole bag had many missing animal, assumed lost",,,10/19/2022,,
19-Jul-21,NEH,RWU,1,2,9820910659,29728,31.06,27.54,Alive,,,,,,
26-Aug-21,NEH,RWU,1,40,9820910659,29728,42.18,36.26,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,54,9820910659,29728,56.68,39.18,Alive,,,,,,
24-May-22,NEH,RWU,1,33,9820910659,29728,56.63,44.88,Alive,,,,,,
19-Oct-22,NEH,RWU,1,17,9820910659,29728,56.72,48.01,alive,"DERIVED FROM NEH-1_alive photo, no morts photo provided, mary has 13 dead, 15 missing, 27 alive",,,,,
19-Jul-21,FI,RWU,1,51,9820910659,29727,24.09,20.5,Alive,,,,,,
26-Aug-21,FI,RWU,1,34,9820910659,29727,33.24,24.05,Alive,tag is coming off,,,,,
25-Oct-21,FI,RWU ,1,44,9820910659,29727,41.08,37.18,Alive,,,,,,
24-May-22,FI,RWU,1,28,9820910659,29727,34.75,30.26,Alive,,,,,,
19-Oct-22,FI,RWU,1,41,9820910659,29727,dead,dead,dead,,,,10/19/2022,,
19-Jul-21,NEH,RWU,1,22,9820910659,29726,33.54,27.78,Alive,,,,,,
26-Aug-21,NEH,RWU,1,31,9820910659,29726,47.82,39.21,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,7,9820910659,29726,62.63,45.16,Alive,,,,,,
24-May-22,NEH,RWU,1,52,9820910659,29726,67.79,49.65,Dead,,,,,,
19-Oct-22,NEH,RWU,1,50,9820910659,29726,missing,missing,missing,,,,,,
19-Jul-21,GH,RWU,1,45,9820910659,29725,31.18,22.23,Alive,,,,,,
26-Aug-21,GH,RWU,1,12,9820910659,29725,44.74,23.38,Alive,,,,,,
25-Oct-21,GH,RWU ,1,17,9820910659,29725,68.93,42.38,Alive,,,,,,
24-May-22,GH,RWU,1,19,9820910659,29725,61,44.66,Alive,,,,,,
19-Oct-22,GH,RWU,1,22,9820910659,29725,missing,missing,missing,probably fell from bag,,,,,
19-Jul-21,GH,RWU,1,46,9820910659,29724,19.95,19.95,Alive,,,,,,
26-Aug-21,GH,RWU,1,51,9820910659,29724,26.29,20.29,Alive,,,,,,
25-Oct-21,GH,RWU ,1,52,9820910659,29724,36.92,33.5,Alive,,,,,,
24-May-22,GH,RWU,1,24,9820910659,29724,39.05,32.44,Alive,,,,,,
19-Oct-22,GH,RWU,1,21,9820910659,29724,missing,missing,missing,probably fell from bag,,,,,
19-Jul-21,GH,RWU,1,53,9820910659,29723,33.83,25.67,Alive,,,,,,
26-Aug-21,GH,RWU,1,39,9820910659,29723,47.84,32.25,Alive,,,,,,
25-Oct-21,GH,RWU ,1,20,9820910659,29723,68.11,46.62,Alive,,,,,,
24-May-22,GH,RWU,1,14,9820910659,29723,61.59,47.92,Alive,,,,,,
19-Oct-22,GH,RWU,1,16,9820910659,29723,74.37,51.77,alive,"DERIVED FROM GH-1_aliveANDdead photo(Mary S recorded 15 alive and 4 dead in reality there are 16 alive and 3 dead as per the photo) whole bag had many missing animal, assumed lost",,,,,
19-Jul-21,GH,RWU,1,50,9820910659,29722,20.88,18.43,Alive,,,,,,
26-Aug-21,GH,RWU,1,47,9820910659,29722,30.46,25.08,Alive,,,,,,
25-Oct-21,GH,RWU ,1,54,9820910659,29722,41.8,34.92,Alive,,,,,,
24-May-22,GH,RWU,1,48,9820910659,29722,48.05,40.49,Alive,,,,,,
19-Oct-22,GH,RWU,1,8,9820910659,29722,61.09,56.18,alive,"DERIVED FROM GH-1_aliveANDdead photo(Mary S recorded 15 alive and 4 dead in reality there are 16 alive and 3 dead as per the photo) whole bag had many missing animal, assumed lost",,,,,
19-Jul-21,NEH,RWU,1,1,9820910659,29721,38.1,33.53,Alive,,,,,,
26-Aug-21,NEH,RWU,1,24,9820910659,29721,54.68,41.65,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,51,9820910659,29721,72.43,51.86,Alive,,,,,,
24-May-22,NEH,RWU,1,53,9820910659,29721,58.17,42.9,Dead,,,,,,
19-Oct-22,NEH,RWU,1,49,9820910659,29721,missing,missing,missing,,,,,,
19-Jul-21,NEH,RWU,1,6,9820910659,29720,29.96,24.78,Alive,,,,,,
26-Aug-21,NEH,RWU,1,19,9820910659,29720,45.62,32.86,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,20,9820910659,29720,61.86,37.12,Alive,,,,,,
24-May-22,NEH,RWU,1,37,9820910659,29720,62.77,39.24,Alive,,,,,,
19-Oct-22,NEH,RWU,1,48,9820910659,29720,missing,missing,missing,,,,,,
19-Jul-21,NEH,RWU,1,15,9820910659,29719,35.78,30.66,Alive,,,,,,
26-Aug-21,NEH,RWU,1,13,9820910659,29719,52.61,47.34,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,43,9820910659,29719,65.95,43.26,Alive,,,,,,
24-May-22,NEH,RWU,1,35,9820910659,29719,65.89,54.68,Alive,,,,,,
19-Oct-22,NEH,RWU,1,6,9820910659,29719,77.89,56.47,alive,"DERIVED FROM NEH-1_alive photo, no morts photo provided, mary has 13 dead, 15 missing, 27 alive",,,,,
19-Jul-21,NEH,RWU,1,3,9820910659,29718,31.06,23.95,Alive,,,,,,
26-Aug-21,NEH,RWU,1,15,9820910659,29718,41.1,33.02,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,48,9820910659,29718,68.65,46.45,Alive,,,,,,
24-May-22,NEH,RWU,1,12,9820910659,29718,58.18,41.94,Alive,,,,,,
19-Oct-22,NEH,RWU,1,2,9820910659,29718,76.35,49.07,alive,"DERIVED FROM NEH-1_alive photo, no morts photo provided, mary has 13 dead, 15 missing, 27 alive",,,,,
19-Jul-21,NEH,RWU,1,30,9820910659,29717,34.87,26.66,Alive,,,,,,
26-Aug-21,NEH,RWU,1,25,9820910659,29717,53.03,37.22,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,11,9820910659,29717,62.05,42.66,Alive,,,,,,
24-May-22,NEH,RWU,1,26,9820910659,29717,66.35,45.06,Alive,,,,,,
19-Oct-22,NEH,RWU,1,47,9820910659,29717,missing,missing,missing,,,,,,
19-Jul-21,NEH,RWU,1,17,9820910659,29716,24.22,17.51,Alive,,,,,,
26-Aug-21,NEH,RWU,1,48,9820910659,29716,39.21,27.93,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,9,9820910659,29716,44.17,32.91,Alive,,,,,,
24-May-22,NEH,RWU,1,24,9820910659,29716,49.43,34.56,Alive,,,,,,
19-Oct-22,NEH,RWU,1,39,9820910659,29716,dead,dead,dead,,,,10/19/2022,,
19-Jul-21,NEH,RWU,1,34,9820910659,29715,25.05,23.73,Alive,,,,,,
26-Aug-21,NEH,RWU,1,2,9820910659,29715,47.42,42.77,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,53,9820910659,29715,76.38,48.38,Alive,,,,,,
24-May-22,NEH,RWU,1,14,9820910659,29715,71.26,52.13,Alive,,,,,,
19-Oct-22,NEH,RWU,1,21,9820910659,29715,100.02,64.17,alive,"DERIVED FROM NEH-1_alive photo, no morts photo provided, mary has 13 dead, 15 missing, 27 alive",,,,,
19-Jul-21,NEH,RWU,1,23,9820910659,29714,33.18,24.5,Alive,,,,,,
26-Aug-21,NEH,RWU,1,22,9820910659,29714,46.39,25.07,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,31,9820910659,29714,58.71,40.8,Alive,,,,,,
24-May-22,NEH,RWU,1,45,9820910659,29714,60.16,38.83,Alive,,,,,,
19-Oct-22,NEH,RWU,1,46,9820910659,29714,missing,missing,missing,,,,,,
19-Jul-21,NEH,RWU,1,11,9820910659,29713,35.82,27.8,Alive,,,,,,
26-Aug-21,NEH,RWU,1,23,9820910659,29713,53.27,39.28,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,36,9820910659,29713,74.63,56.72,Alive,QA/QC results org marked 29731 now29713,,,,,
24-May-22,NEH,RWU,1,5,9820910659,29713,69.9,43.89,Alive,,,,,,
19-Oct-22,NEH,RWU,1,45,9820910659,29713,missing,missing,missing,,,,,,
19-Jul-21,NEH,RWU,1,36,9820910659,29712,27.31,21.18,Alive,,,,,,
26-Aug-21,NEH,RWU,1,7,9820910659,29712,42.24,33.4,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,22,9820910659,29712,66.6,38.15,Alive,,,,,,
24-May-22,NEH,RWU,1,41,9820910659,29712,67.51,40.79,Alive,"Tag not reading org, now 29712",,,,,
19-Oct-22,NEH,RWU,1,44,9820910659,29712,missing,missing,missing,,,,,,
19-Jul-21,GH,RWU,1,48,9820910659,29711,25.93,20.75,Alive,,,,,,
26-Aug-21,GH,RWU,1,10,9820910659,29711,33.42,29.25,Alive,,,,,,
25-Oct-21,GH,RWU ,1,55,9820910659,29711,51.35,46.42,Alive,,,,,,
24-May-22,GH,RWU,1,10,9820910659,29711,49.03,35.85,Alive,,,,,,
19-Oct-22,GH,RWU,1,20,9820910659,29711,missing,missing,missing,probably fell from bag,,,,,
19-Jul-21,NEH,RWU,1,26,9820910659,29710,32.74,27.67,Alive,,,,,,
26-Aug-21,NEH,RWU,1,20,9820910659,29710,48.84,36.68,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,12,9820910659,29710,69.7,57.71,Alive,,,,,,
24-May-22,NEH,RWU,1,29,9820910659,29710,67.22,49.81,Alive,,,,,,
19-Oct-22,NEH,RWU,1,8,9820910659,29710,89.38,60.56,alive,"DERIVED FROM NEH-1_alive photo, no morts photo provided, mary has 13 dead, 15 missing, 27 alive",,,,,
19-Jul-21,NEH,RWU,1,10,9820910659,29709,37.23,31.47,Alive,,,,,,
26-Aug-21,NEH,RWU,1,43,9820910659,29709,58.22,40.92,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,45,9820910659,29709,82.77,58.7,Alive,,,,,,
24-May-22,NEH,RWU,1,32,9820910659,29709,70.61,53.28,Alive,,,,,,
19-Oct-22,NEH,RWU,1,25,9820910659,29709,97.83,56.93,alive,"DERIVED FROM NEH-1_alive photo, no morts photo provided, mary has 13 dead, 15 missing, 27 alive",,,,,
19-Jul-21,NEH,RWU,1,20,9820910659,29708,34.47,28.57,Alive,,,,,,
26-Aug-21,NEH,RWU,1,18,9820910659,29708,54.81,46.93,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,3,9820910659,29708,68.26,55.77,Alive,,,,,,
24-May-22,NEH,RWU,1,6,9820910659,29708,65.54,46.77,Alive,,,,,,
19-Oct-22,NEH,RWU,1,18,9820910659,29708,77.7,55.93,alive,"DERIVED FROM NEH-1_alive photo, no morts photo provided, mary has 13 dead, 15 missing, 27 alive",,,,,
19-Jul-21,CT,RWU,1,25,9820910659,29707,24.21,17.17,Alive,,,,,,
26-Aug-21,CT,RWU,1,48,9820910659,29707,36.71,23.98,Alive,,,,,,
25-Oct-21,CT,RWU ,1,41,9820910659,29707,33.54,25.88,Alive,,,,,,
24-May-22,CT,RWU,1,28,9820910659,29707,30.66,20.42,Alive,,,,,,
19-Oct-22,CT,RWU,1,36,9820910659,29707,40.31,30.44,alive,DERIVED FROM  CT-1_aliveANDdead photo,,,,,
19-Jul-21,NEH,RWU,1,49,9820910659,29706,21.56,21.42,Alive,,,,,,
26-Aug-21,NEH,RWU,1,55,9820910659,29706,37.57,23.65,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,19,9820910659,29706,48.4,37.42,Alive,,,,,,
24-May-22,NEH,RWU,1,17,9820910659,29706,46.42,35.02,Alive,,,,,,
19-Oct-22,NEH,RWU,1,9,9820910659,29706,67.65,48.18,alive,"DERIVED FROM NEH-1_alive photo, no morts photo provided, mary has 13 dead, 15 missing, 27 alive",,,,,
19-Jul-21,NEH,RWU,1,31,9820910659,29705,28.32,20.75,Alive,QA/QC Result org:marked29767 now:29705,,,,,
26-Aug-21,NEH,RWU,1,45,9820910659,29705,39.85,24.36,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,26,9820910659,29705,60.02,36.15,Alive,,,,,,
24-May-22,NEH,RWU,1,NA,9820910659,29705,Missing,Missing,Missing,Qa/QC results org tag missing now 29705,,,,,
19-Oct-22,NEH,RWU,1,43,9820910659,29705,missing,missing,missing,,,,,,
19-Jul-21,MV,RWU,1,29,9820910659,29704,26.98,23.93,Alive,,,,,,
26-Aug-21,MV,RWU,1,23,9820910659,29704,43.91,37.52,Alive,,,,,,
25-Oct-21,MV,RWU ,1,42,9820910659,29704,59.02,46.95,Alive,,,,,,
24-May-22,MV,RWU,1,NA,9820910659,29704,missing,missing,Missing,QA/QC Result org marked missing tag now:29704,,,,,
19-Oct-22,MV,RWU,1,55,,29704,missing,missing,missing,,,,,,
19-Jul-21,NEH,RWU,1,51,9820910659,29703,21.37,18.14,Alive,,,,,,
26-Aug-21,NEH,RWU,1,9,9820910659,29703,31.08,25.74,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,2,9820910659,29703,48.77,47.6,Alive,,,,,,
24-May-22,NEH,RWU,1,30,9820910659,29703,48.04,41.62,Alive,,,,,,
19-Oct-22,NEH,RWU,1,37,9820910659,29703,dead,dead,dead,,,,10/19/2022,,
19-Jul-21,NEH,RWU,1,43,9820910659,29702,23.5,18.41,Alive,,,,,,
26-Aug-21,NEH,RWU,1,32,9820910659,29702,34.47,29.4,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,38,9820910659,29702,57.73,42.72,Alive,,,,,,
24-May-22,NEH,RWU,1,15,9820910659,29702,52.85,41.27,Alive,,,,,,
19-Oct-22,NEH,RWU,1,24,9820910659,29702,75.83,49.69,alive,"DERIVED FROM NEH-1_alive photo, no morts photo provided, mary has 13 dead, 15 missing, 27 alive",,,,,
19-Jul-21,NEH,RWU,1,55,9820910659,29701,19.84,18.64,Alive,,,,,,
26-Aug-21,NEH,RWU,1,53,9820910659,29701,30.35,21.39,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,33,9820910659,29701,43.53,25.27,Alive,,,,,,
24-May-22,NEH,RWU,1,50,9820910659,29701,43.11,28.45,Alive,,,,,,
19-Oct-22,NEH,RWU,1,38,9820910659,29701,dead,dead,dead,,,,10/19/2022,,
19-Jul-21,MV,RWU,1,28,9820910659,29700,20.32,17.02,Alive,,,,,,
26-Aug-21,MV,RWU,1,7,9820910659,29700,32.25,20.78,Alive,,,,,,
25-Oct-21,MV,RWU ,1,43,9820910659,29700,45.93,31.46,Alive,,,,,,
24-May-22,MV,RWU,1,24,9820910659,29700,38.53,24.86,Alive,,,,,,
19-Oct-22,MV,RWU,1,29,9820910659,29700,45.29,28.15,dead,DERIVED FROM MV-1 photo,,,10/19/2022,,
19-Jul-21,NEH,RWU,1,54,9820910659,29699,19.67,17.42,Alive,,,,,,
26-Aug-21,NEH,RWU,1,6,9820910659,29699,26.7,24.65,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,18,9820910659,29699,51.04,33.17,Alive,,,,,,
24-May-22,NEH,RWU,1,22,9820910659,29699,51.08,34.48,Alive,,,,,,
19-Oct-22,NEH,RWU,1,15,9820910659,29699,65.76,40.75,alive,"DERIVED FROM NEH-1_alive photo, no morts photo provided, mary has 13 dead, 15 missing, 27 alive",,,,,
19-Jul-21,MV,RWU,1,21,9820910659,29698,27.56,22.95,Alive,,,,,,
26-Aug-21,MV,RWU,1,19,9820910659,29698,36,31.15,Alive,,,,,,
25-Oct-21,MV,RWU ,1,38,9820910659,29698,53.55,38.71,Alive,,,,,,
24-May-22,MV,RWU,1,23,9820910659,29698,47.02,25.8,Alive,,,,,,
19-Oct-22,MV,RWU,1,17,9820910659,29698,55.16,41.91,alive,DERIVED FROM MV-1 photo,,,,,
19-Jul-21,NEH,RWU,1,39,9820910659,29697,22.06,18.77,Alive,,,,,,
26-Aug-21,NEH,RWU,1,26,9820910659,29697,39.22,29.8,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,47,9820910659,29697,61.17,35.32,Alive,,,,,,
24-May-22,NEH,RWU,1,7,9820910659,29697,53.72,30.29,Alive,,,,,,
19-Oct-22,NEH,RWU,1,35,9820910659,29697,dead,dead,dead,,,,10/19/2022,,
19-Jul-21,CT,RWU,1,19,9820910659,29696,30.67,24.36,Alive,,,,,,
26-Aug-21,CT,RWU,1,46,9820910659,29696,45.19,36.81,Alive,,,,,,
25-Oct-21,CT,RWU ,1,12,9820910659,29696,54.5,40.42,Alive,,,,,,
24-May-22,CT,RWU,1,10,9820910659,29696,47.95,36.15,Alive,,,,,,
19-Oct-22,CT,RWU,1,32,9820910659,29696,58.7,40.47,alive,DERIVED FROM  CT-1_aliveANDdead photo,,,,,
19-Jul-21,NEH,RWU,1,44,9820910659,29695,22.92,15.96,Alive,,,,,,
26-Aug-21,NEH,RWU,1,41,9820910659,29695,32.67,16.04,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,44,9820910659,29695,45.09,22.02,Alive,,,,,,
24-May-22,NEH,RWU,1,48,9820910659,29695,39.86,21.43,Alive,,,,,,
19-Oct-22,NEH,RWU,1,40,9820910659,29695,dead,dead,dead,,,,10/19/2022,,
19-Jul-21,MV,RWU,1,18,9820910659,29694,27.79,18.5,Alive,,,,,,
26-Aug-21,MV,RWU,1,9,9820910659,29694,38.86,27.69,Alive,,,,,,
25-Oct-21,MV,RWU ,1,39,9820910659,29694,54.93,40.05,Alive,,,,,,
24-May-22,MV,RWU,1,9,9820910659,29694,55.61,36.17,Alive,,,,,,
19-Oct-22,MV,RWU,1,43,9820910659,29694,63.83,43.24,dead,DERIVED FROM MV-1 photo,,,10/19/2022,,
19-Jul-21,NEH,RWU,1,47,9820910659,29693,37.57,25.51,Alive,,,,,,
26-Aug-21,NEH,RWU,1,8,9820910659,29693,55.11,35.33,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,32,9820910659,29693,74.83,43.87,Alive,,,,,,
24-May-22,NEH,RWU,1,4,9820910659,29693,73.47,45.35,Alive,,,,,,
19-Oct-22,NEH,RWU,1,23,9820910659,29693,104.44,56.18,alive,"DERIVED FROM NEH-1_alive photo, no morts photo provided, mary has 13 dead, 15 missing, 27 alive",,,,,
19-Jul-21,NEH,RWU,1,40,9820910659,29692,32.43,25.18,Alive,,,,,,
26-Aug-21,NEH,RWU,1,27,9820910659,29692,40.72,29.76,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,17,9820910659,29692,60.76,44.55,Alive,,,,,,
24-May-22,NEH,RWU,1,10,9820910659,29692,60.53,33.14,Alive,,,,,,
19-Oct-22,NEH,RWU,1,12,9820910659,29692,60.02,36.91,alive,"DERIVED FROM NEH-1_alive photo, no morts photo provided, mary has 13 dead, 15 missing, 27 alive",,,,,
19-Jul-21,NEH,RWU,1,37,9820910659,29691,30.36,26.16,Alive,,,,,,
26-Aug-21,NEH,RWU,1,14,9820910659,29691,45.46,31.53,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,35,9820910659,29691,73.63,49.85,Alive,,,,,,
24-May-22,NEH,RWU,1,16,9820910659,29691,65.64,44.3,Alive,,,,,,
19-Oct-22,NEH,RWU,1,42,9820910659,29691,missing,missing,missing,,,,,,
19-Jul-21,NEH,RWU,1,46,9820910659,29690,35.65,26.93,Alive,,,,,,
26-Aug-21,NEH,RWU,1,39,9820910659,29690,52.87,39.25,Alive,,,,,,
25-Oct-21,NEH,RWU ,1,49,9820910659,29690,78.77,52.45,Alive,,,,,,
24-May-22,NEH,RWU,1,31,9820910659,29690,68.62,46.7,Alive,,,,,,
19-Oct-22,NEH,RWU,1,28,9820910659,29690,dead,dead,dead,,,,10/19/2022,,
19-Jul-21,MV,RWU,1,38,9820910659,29689,21.58,17.94,Alive,Pit tag # end changed from 29639 to 29689 ,,,,,
26-Aug-21,MV,RWU,1,31,9820910659,29689,32.04,25.44,Alive,,,,,,
25-Oct-21,MV,RWU ,1,35,9820910659,29689,46.35,36.27,Alive,,,,,,
24-May-22,MV,RWU,1,31,9820910659,29689,46.07,38.62,Alive,,,,,,
19-Oct-22,MV,RWU,1,30,9820910659,29689,43.46,34.55,dead,DERIVED FROM MV-1 photo,,,10/19/2022,,
19-Jul-21,MV,RWU,1,30,9820910659,29688,37.59,30.26,Alive,,,,,,
26-Aug-21,MV,RWU,1,1,9820910659,29688,52.04,45.58,Alive,,,,,,
25-Oct-21,MV,RWU ,1,2,9820910659,29688,62.91,45.25,Alive,,,,,,
24-May-22,MV,RWU,1,2,9820910659,29688,53.97,36.43,Alive,,,,,,
19-Oct-22,MV,RWU,1,37,9820910659,29688,58.39,40.46,dead,DERIVED FROM MV-1 photo,,,10/19/2022,,
19-Jul-21,MV,RWU,1,35,9820910659,29687,30.3,24.36,Alive,,,,,,
26-Aug-21,MV,RWU,1,5,9820910659,29687,41.54,26.78,Alive,,,,,,
25-Oct-21,MV,RWU ,1,29,9820910659,29687,50.97,37.47,Alive,,,,,,
24-May-22,MV,RWU,1,41,9820910659,29687,48.08,35.35,Alive,,,,,,
19-Oct-22,MV,RWU,1,1,9820910659,29687,48.75,36.4,alive,DERIVED FROM MV-1 photo,,,,,
19-Jul-21,CT,RWU,1,4,9820910659,29686,29.54,22.32,Alive,,,,,,
26-Aug-21,CT,RWU,1,42,9820910659,29686,44.75,32.13,Alive,,,,,,
25-Oct-21,CT,RWU ,1,45,9820910659,29686,52.43,38.36,Alive,,,,,,
24-May-22,CT,RWU,1,26,9820910659,29686,46.32,34.14,Alive,,,,,,
